,y,x
0,-15395.0,-25.0
1,-13567.948346352287,-23.979591836734695
2,-11890.706720839105,-22.959183673469386
3,-10356.900228646227,-21.93877551020408
4,-8960.153974959414,-20.918367346938776
5,-7694.093064964431,-19.89795918367347
6,-6552.342603847036,-18.877551020408163
7,-5528.527696793004,-17.857142857142858
8,-4616.273448988093,-16.836734693877553
9,-3809.2049656180666,-15.816326530612244
10,-3100.9473518686946,-14.795918367346939
11,-2485.125712925737,-13.775510204081632
12,-1955.365153974959,-12.755102040816325
13,-1505.2907802021266,-11.73469387755102
14,-1128.5276967930029,-10.714285714285714
15,-818.7010089333528,-9.693877551020408
16,-569.4358218089401,-8.673469387755102
17,-374.35724060553014,-7.653061224489797
18,-227.09037050888642,-6.632653061224488
19,-121.26031670477431,-5.612244897959183
20,-50.49218437895777,-4.591836734693878
21,-8.4110787172011,-3.5714285714285694
22,11.357895094730946,-2.5510204081632644
23,15.189631871074127,-1.5306122448979593
24,9.45902642606395,-0.5102040816326507
25,0.5409735739360197,0.5102040816326543
26,-5.189631871074127,1.5306122448979593
27,-1.3578950947309458,2.5510204081632644
28,18.411078717201214,3.571428571428573
29,60.49218437895777,4.591836734693878
30,131.2603167047743,5.612244897959183
31,237.09037050888685,6.632653061224492
32,384.35724060553014,7.653061224489797
33,579.4358218089409,8.673469387755105
34,828.7010089333522,9.693877551020407
35,1138.527696793003,10.714285714285715
36,1515.2907802021282,11.734693877551024
37,1965.365153974959,12.755102040816325
38,2495.1257129257374,13.775510204081634
39,3110.947351868697,14.795918367346943
40,3819.2049656180666,15.816326530612244
41,4626.273448988093,16.836734693877553
42,5538.527696793007,17.85714285714286
43,6562.342603847036,18.877551020408163
44,7704.093064964431,19.89795918367347
45,8970.15397495942,20.91836734693878
46,10366.900228646227,21.93877551020408
47,11900.706720839109,22.95918367346939
48,13577.948346352294,23.9795918367347
49,15405.0,25.0
