,y,x
0,1.0324153807279461,0.0
1,1.1000631695701357,0.0634665182543392
2,1.1721434992487547,0.1269330365086785
3,1.2489468067256488,0.1903995547630178
4,1.3307825594988494,0.253866073017357
5,1.4179805025558099,0.3173325912716963
6,1.5108919870317579,0.3807991095260356
7,1.609891385926813,0.4442656277803748
8,1.7153776025862857,0.5077321460347141
9,1.8277756780223144,0.5711986642890533
10,1.9475385035534076,0.6346651825433925
11,2.0751486456626007,0.6981317007977318
12,2.2111202904272886,0.7615982190520711
13,2.3560013153554853,0.8250647373064104
14,2.51037549697676,0.8885312555607496
15,2.6748648630828193,0.9519977738150888
16,2.8501321990959854,1.015464292069428
17,3.0368837186644178,1.0789308103237674
18,3.2358719092448736,1.1423973285781066
19,3.4478985641389936,1.205863846832446
20,3.6738180131999822,1.269330365086785
21,3.9145405652277843,1.3327968833411243
22,4.171036175922748,1.3962634015954636
23,4.444338356177973,1.4597299198498028
24,4.735548336457384,1.5231964381041423
25,5.045839504040322,1.5866629563584815
26,5.376462131010695,1.6501294746128208
27,5.728748412042436,1.71359599286716
28,6.104117832279698,1.7770625111214993
29,6.504082886940902,1.8405290293758385
30,6.930255175693107,1.9039955476301775
31,7.384351896353435,1.967462065884517
32,7.868202764081269,2.030928584138856
33,8.383757383944607,2.094395102393196
34,8.933093106561646,2.1578616206475347
35,9.518423398477909,2.221328138901874
36,10.142106760998866,2.284794657156213
37,10.806656233420624,2.3482611754105527
38,11.514749518948154,2.411727693664892
39,12.26923977410026,2.475194211919231
40,13.073167105081351,2.53866073017357
41,13.929770817435633,2.6021272484279097
42,14.842502468346861,2.6655937666822487
43,15.815039774174718,2.729060284936588
44,16.851301429265465,2.792526803190927
45,17.955462895747086,2.855993321445266
46,19.131973227934235,2.9194598396996057
47,20.385572999128243,2.982926357953945
48,21.7213134030532,3.0463928762082846
49,23.144576606889864,3.109859394462624
50,24.661097437914776,3.173325912716963
51,26.276986491137233,3.236792430971302
52,27.998754751029033,3.3002589492256416
53,29.833339826569325,3.3637254674799806
54,31.788133905307383,3.42719198573432
55,33.87101353908156,3.490658503988659
56,36.0903713814133,3.5541250222429985
57,38.455150004456414,3.6175915404973376
58,40.97487793175804,3.681058058751677
59,43.659708032029535,3.744524577006016
60,46.52045842861885,3.807991095260356
61,49.56865608952853,3.8714576135146954
62,52.81658327361428,3.934924131769034
63,56.2773270201286,3.998390650023373
64,59.96483188098729,4.0618571682777125
65,63.8939561082766,4.125323686532052
66,68.08053152335408,4.188790204786391
67,72.54142730883594,4.25225672304073
68,77.29461798044242,4.3157232412950695
69,82.3592558126412,4.3791897595494085
70,87.75574800988532,4.442656277803748
71,93.50583893440758,4.506122796058087
72,99.63269772189136,4.569589314312426
73,106.16101163805543,4.6330558325667655
74,113.1170855523173,4.696522350821105
75,120.52894792934927,4.759988869075444
76,128.42646376560802,4.823455387329783
77,136.84145492588965,4.886921905584122
78,145.8078283648033,4.950388423838462
79,155.36171274979256,5.013854942092801
80,165.54160403623283,5.07732146034714
81,176.3885205811452,5.14078797860148
82,187.94616842056965,5.204254496855819
83,200.26111737652988,5.267721015110158
84,213.3829887032021,5.331187533364497
85,227.36465502836862,5.394654051618837
86,242.26245339581624,5.458120569873176
87,258.1364122670563,5.521587088127515
88,275.0504933970842,5.585053606381854
89,293.0728495587551,5.648520124636194
90,312.2760991542328,5.711986642890533
91,332.7376188200401,5.775453161144872
92,354.53985520470303,5.838919679399211
93,377.77065717523857,5.902386197653551
94,402.52362979111234,5.96585271590789
95,428.89851147187665,6.029319234162229
96,457.00157587829847,6.092785752416569
97,486.9460601262613,6.156252270670908
98,518.8526210588684,6.219718788925247
99,518.8526210588684,6.283185307179586
